Time,Volume,Close,High,Low,Open
1621713600.0,11506250.105317306,37447.7,38351.99,37271.78,37290.0
1621728000.0,12767581.151041714,37422.0,38265.81,36683.64,37450.54
1621742400.0,22383221.724015307,35915.57,37428.8,35538.62,37428.8
1621756800.0,44211190.6848656,35393.93,35928.4,33815.27,35927.87
1621771200.0,52798862.556397036,33311.11,35784.3,32624.19,35404.0
1621785600.0,46138537.32383111,33051.09,33993.69,31101.53,33331.03
1621800000.0,24095382.99104837,34682.58,34984.25,33049.81,33057.5
1621814400.0,25140572.452960595,35235.3,35885.65,34681.2,34689.38
1621828800.0,26038568.084027644,36639.97,36878.43,34384.11,35250.87
1621843200.0,26866571.62835272,37589.17,37892.98,35870.5,36633.0
1621857600.0,28473189.12475583,37536.75,38636.51,37292.35,37587.06
1621872000.0,25761262.433069248,39605.33,39777.93,36838.7,37547.37
1621886400.0,23194521.04169352,38802.02,39900.0,37974.68,39616.82
1621900800.0,21580556.081058487,38309.0,39801.32,37808.1,38806.13
1621915200.0,16427941.196625654,38981.83,39175.7,37629.94,38305.75
1621929600.0,21826692.851886973,36536.95,39088.12,36500.0,38999.55
1621944000.0,39035059.12209951,38268.19,38461.27,36439.5,36542.19
1621958400.0,16312971.465822969,37297.06,38300.65,37118.07,38265.54
1621972800.0,17063373.867910728,38318.9,38717.82,37246.52,37297.06
1621987200.0,23768312.32621199,39511.64,39690.0,37789.53,38320.81
1622001600.0,22302606.154886663,40440.62,40743.57,39001.61,39506.43
1622016000.0,20387256.86943595,39844.57,40841.96,39393.73,40440.49
1622030400.0,27163262.73132923,38756.84,40277.77,38470.65,39838.01
1622044800.0,20932077.077185612,38482.27,39351.3,37906.22,38759.53
1622059200.0,14646834.152970485,39238.98,39431.3,38296.24,38482.64
1622073600.0,19158337.455202542,37622.64,39246.78,37158.01,39243.88
1622088000.0,14084255.189156605,38273.69,38400.0,37218.43,37629.94
1622102400.0,20173642.517496396,39698.43,39848.35,37841.0,38274.16
1622116800.0,26168908.068965573,39660.1,40402.82,39285.71,39687.17
1622131200.0,14380325.944751985,38758.05,39717.41,38523.02,39672.81
1622145600.0,12875678.052748615,38527.72,39163.28,38210.0,38776.67
1622160000.0,14143550.191720858,38249.89,38869.47,37713.07,38514.91
1622174400.0,21336156.537439756,36971.19,38253.01,36451.47,38253.01
1622188800.0,30138348.244419765,35356.71,37263.14,35106.72,36971.19
1622203200.0,20613517.721470192,36745.57,37256.33,35179.65,35355.12
1622217600.0,19840542.856616978,35789.43,36840.36,35559.33,36745.32
1622232000.0,16345623.036275277,35652.84,36240.59,34704.05,35788.19
1622246400.0,13538604.749274977,36464.1,36757.88,35631.79,35663.4
1622260800.0,13477145.444957478,36158.32,37307.68,35615.48,36459.07
1622275200.0,18009421.30858453,35375.12,36341.08,34567.7,36153.15
1622289600.0,20410933.939797334,34413.55,35404.05,33836.61,35382.14
1622304000.0,15336265.402024813,34027.73,35052.84,33647.23,34424.08
1622318400.0,12230033.156141294,34589.46,35074.34,33783.5,34025.49
1622332800.0,13240288.669172492,34775.26,34971.25,33396.84,34602.18
1622347200.0,13338488.1564755,35995.17,36212.66,34644.07,34769.47
1622361600.0,9925146.488417065,36351.49,36407.52,35555.67,35998.65
1622376000.0,10511733.7430328,35474.78,36482.05,35132.78,36359.75
1622390400.0,7600795.919758138,36090.29,36267.13,35306.14,35467.87
1622404800.0,7066944.082292351,35648.14,36324.31,35500.47,36093.86
1622419200.0,13065005.608997237,34487.46,36000.0,34252.0,35648.15
1622433600.0,15424930.269980313,35858.33,35949.42,34156.85,34487.47
1622448000.0,19936991.342513904,36828.94,37186.83,35586.79,35863.96
1622462400.0,17163238.365297124,36963.4,37272.72,36342.45,36828.28
1622476800.0,12728746.258127928,36860.26,37455.12,36516.1,36963.41
1622491200.0,7408483.319325944,37258.41,37494.82,36572.47,36860.75
1622505600.0,11777868.477646055,36708.69,37897.38,36485.88,37260.05
1622520000.0,13262522.53040446,36833.03,37424.21,36560.38,36710.25
1622534400.0,15131638.327491725,36589.98,36929.09,35907.91,36834.68
1622548800.0,20107762.243824445,36226.9,37428.84,35681.81,36596.99
1622563200.0,8673555.545236107,35974.08,36485.87,35730.38,36228.87
1622577600.0,8316004.497866969,36698.52,36796.59,35876.46,35974.57
1622592000.0,8676378.738782613,36473.94,36892.87,35924.04,36698.54
1622606400.0,11450719.222873254,37216.39,37406.47,36472.26,36473.01
1622620800.0,11077181.718641922,37201.36,37535.43,36860.75,37221.12
1622635200.0,16524708.736385478,38035.11,38216.21,37072.98,37204.18
1622649600.0,9370279.257771775,37875.6,38198.13,37743.95,38039.82
1622664000.0,9576502.118239146,37575.07,37983.69,37336.72,37879.55
1622678400.0,9628687.505964322,37630.03,37900.0,37179.48,37566.7
1622692800.0,14081611.731223376,38631.96,39048.87,37594.99,37630.53
1622707200.0,15077580.774174424,38779.65,39469.32,38530.63,38633.85
1622721600.0,14508366.594043572,38523.45,39264.44,38333.34,38781.39
1622736000.0,7695507.379445742,38599.0,38983.13,38433.13,38525.93
1622750400.0,7839402.7766939,39245.3,39245.78,38527.33,38597.43
1622764800.0,16584770.365324493,37935.52,39281.87,37372.98,39245.81
1622779200.0,17815679.111817382,36607.68,37938.41,36275.688,37937.04
1622793600.0,11212565.02231369,36585.91,37024.41,36216.3281,36611.21
1622808000.0,18651959.31211436,36950.27,37126.66,35572.47,36584.9
1622822400.0,6411246.234153427,36794.37,37233.3,36733.66,36949.91
1622836800.0,5984923.473569946,36827.08,37241.36,36470.47,36793.2
1622851200.0,8106606.502217764,37409.99,37839.81,36623.62,36825.89
1622865600.0,7003303.870768945,37581.15,37902.09,37409.99,37409.99
1622880000.0,16902248.075869106,35866.32,37849.04,35667.73,37581.17
1622894400.0,17133425.973029964,36328.65,36432.15,35256.23,35867.07
1622908800.0,6426419.709385164,35771.8,36332.27,35710.91,36327.79
1622923200.0,11922646.761177704,35512.98,36006.83,34809.83,35781.6
1622937600.0,9312358.839180576,35992.82,36252.32,35419.37,35514.53
1622952000.0,6489257.830046555,36135.88,36460.0,35722.53,35991.78
1622966400.0,7264634.070567305,35869.78,36407.9,35813.95,36131.43
1622980800.0,8856392.054437913,36159.86,36427.3,35456.11,35869.79
1622995200.0,5723805.476955914,35749.38,36318.66,35710.66,36155.04
1623009600.0,7289651.240028414,35799.37,35985.78,35227.53,35750.92
1623024000.0,10662541.084691396,36382.11,36797.37,35514.33,35800.48
1623038400.0,6658975.693123013,36139.73,36536.03,35862.65,36381.99
1623052800.0,7438005.176025167,36379.5,36591.83,35904.41,36140.55
1623067200.0,9256550.394959858,36036.15,36766.25,35866.67,36379.28
1623081600.0,9103609.986022355,35638.43,36080.31,35339.9,36036.26
1623096000.0,20570440.35289449,33577.47,35738.31,33318.0,35633.29
1623110400.0,23599138.98706252,32814.02,34059.39,32350.48,33570.71
1623124800.0,15852692.712378008,32954.0,33235.92,32147.95,32817.98
1623139200.0,13439885.273139767,33084.4,33346.92,32670.27,32964.58
1623153600.0,21838524.93890002,31721.93,33169.3,31005.02,33084.44
1623168000.0,15341874.732328594,32860.85,32995.33,31567.42,31708.92
1623182400.0,12163461.26999107,33379.29,33841.77,32677.21,32863.31
1623196800.0,11314865.83969458,32865.07,33546.09,32336.91,33380.08
1623211200.0,18478028.102759555,34162.76,34500.0,32538.49,32866.01
1623225600.0,17288361.978850625,34965.64,35020.2,33808.99,34170.62
1623240000.0,32521756.72741332,36363.12,36682.16,34586.82,34968.36
1623254400.0,23481561.185121,36257.63,36936.7,35651.18,36363.71
1623268800.0,14540876.288300885,37390.2,37518.0,36119.1,36257.89
1623283200.0,14464222.293324627,36960.35,37644.63,36752.9,37399.78
1623297600.0,10569597.3080496,36968.13,37215.08,36533.18,36961.93
1623312000.0,27625015.51508795,37822.73,38452.38,36247.24,36968.14
1623326400.0,21012728.703114193,36896.29,38194.19,36623.53,37824.03
1623340800.0,13050948.22213322,36672.21,37135.67,36151.24,36896.99
1623355200.0,13720587.68316066,36676.8,37076.28,35800.0,36676.77
1623369600.0,12608796.944392245,36759.72,37249.99,35947.37,36682.37
1623384000.0,13592045.703890963,37141.64,37399.27,36403.06,36759.73
1623398400.0,14614576.683296718,37370.48,37673.94,36927.55,37168.66
1623412800.0,10361857.681629017,36818.96,37582.89,36755.04,37370.48
1623427200.0,11192097.77790785,37237.85,37396.57,36530.07,36817.03
1623441600.0,11062555.118014868,37328.01,37489.0,36787.25,37236.32
1623456000.0,16536470.652835459,35578.72,37450.0,35288.13,37321.46
1623470400.0,11541867.810179332,35290.66,35723.02,35010.0,35574.71
1623484800.0,16565742.961380215,35591.2,35876.9,34626.08,35294.3
1623499200.0,12742760.387991488,35391.74,36215.34,35339.89,35591.21
1623513600.0,8176194.633809824,35725.86,35996.96,35283.38,35391.75
1623528000.0,6527903.680215798,35543.84,36142.9,35428.01,35727.44
1623542400.0,9899174.380123243,34880.0,35902.25,34833.48,35547.19
1623556800.0,8585334.51840191,35286.45,35489.79,34780.0,34880.01
1623571200.0,8385162.276697463,35906.39,36094.0,35183.68,35284.04
1623585600.0,9261430.056068935,36035.22,36144.63,35675.5,35902.58
1623600000.0,23089546.809135027,37645.1,37734.48,35964.5,36035.67
1623614400.0,27612939.10012957,39000.98,39350.85,37621.18,37645.1
1623628800.0,18909827.883368477,38975.6,39795.87,38743.43,39002.24
1623643200.0,14359760.154356375,39546.62,39688.0,38794.53,38976.07
1623657600.0,12703621.028910814,39164.66,39626.0,38885.84,39546.68
1623672000.0,30558533.72617408,40682.63,41021.97,39046.45,39164.53
1623686400.0,13868636.486316426,39717.38,40742.47,39336.93,40682.64
1623700800.0,12152017.95888979,40527.84,40593.02,39613.44,39721.42
1623715200.0,11663873.651755925,40398.61,40851.65,39867.43,40529.09
1623729600.0,9374960.29759174,40367.06,40571.42,40095.33,40398.54
1623744000.0,14387238.471060572,39832.36,40398.87,39553.72,40368.89
1623758400.0,12466810.854089845,40066.31,40454.75,39724.94,39832.28
1623772800.0,17566080.584929243,39962.1,41321.82,39792.13,40066.32
1623787200.0,8617928.25795656,40146.88,40361.13,39530.0,39959.13
1623801600.0,8730432.553869024,40014.34,40172.41,39619.42,40144.73
1623816000.0,13360432.664824331,40128.13,40500.0,39846.22,40014.35
1623830400.0,17183650.317599066,39080.19,40254.7,38900.0,40128.81
1623844800.0,14153669.139968676,38780.38,39502.1,38574.43,39080.94
1623859200.0,17975816.367909636,38684.26,39700.0,38303.92,38780.37
1623873600.0,9147199.278563244,38359.94,38926.04,38131.0,38683.32
1623888000.0,9902994.146092555,38869.36,38974.21,38220.18,38360.0
1623902400.0,11203693.680096477,39218.65,39400.0,38658.53,38873.99
1623916800.0,11754863.022957021,39153.08,39559.32,39073.56,39216.32
1623931200.0,11308957.654125439,39006.18,39196.34,38429.99,39153.09
1623945600.0,18286655.497334093,37706.66,39105.74,37527.49,39005.5
1623960000.0,10181005.392472161,38094.23,38207.65,37369.43,37701.63
1623974400.0,10902272.33161433,37929.02,38199.99,37220.35,38102.41
1623988800.0,8691055.583189154,37705.85,38128.05,37389.83,37927.13
1624003200.0,11981006.273125935,37804.18,38008.48,37063.58,37711.97
1624017600.0,17769517.326711994,36353.93,37933.65,36314.0,37810.0
1624032000.0,18485127.357341446,35327.11,36732.03,35139.76,36352.89
1624046400.0,9469561.941033727,35825.6,35926.64,35241.29,35327.03
1624060800.0,12449765.071974212,35103.12,36294.11,34803.81,35825.35
1624075200.0,9957109.98876662,35782.27,35858.58,34962.5,35104.46
1624089600.0,7531589.940244132,35927.92,35985.56,35565.21,35782.31
1624104000.0,11523011.983387701,36108.6,36442.57,35558.16,35933.02
1624118400.0,7887914.526914265,35948.28,36194.46,35367.36,36107.03
1624132800.0,6512329.278721303,35489.6,36193.99,35395.71,35950.47
1624147200.0,7419065.654412702,35526.75,35790.99,35127.07,35482.04
1624161600.0,7275381.636697148,35633.76,35919.98,35370.0,35526.76
1624176000.0,15560737.230267297,33873.98,35670.88,33727.81,35632.74
1624190400.0,14957066.31699824,34418.3,34658.0,33338.01,33870.41
1624204800.0,9332783.663012931,35504.52,35673.45,34291.08,34419.61
1624219200.0,9653953.877002472,35586.42,36134.22,35383.68,35504.52
1624233600.0,9445401.564358622,34654.92,35742.12,34615.56,35600.26
1624248000.0,28516104.083226047,33020.31,34720.08,32268.76,34654.93
1624262400.0,35859081.12985254,32525.39,33545.24,31715.64,33020.32
1624276800.0,16792814.123515636,32684.71,33209.71,31934.22,32525.4
1624291200.0,12559156.266135897,32564.38,32975.34,32035.76,32686.19
1624305600.0,16468806.984030822,31619.39,32793.78,31250.06,32564.03
1624320000.0,19704103.67885239,33018.04,33247.05,31167.32,31614.47
1624334400.0,8613972.095118029,32647.6,33105.81,32486.76,33018.04
1624348800.0,20930024.660701998,31227.7,32656.99,31126.31,32648.61
1624363200.0,50686378.0868936,31697.43,31969.69,28810.34,31243.41
1624377600.0,25102498.479317937,32406.77,33289.1,31634.53,31712.44
1624392000.0,10683029.065223323,32503.78,32968.75,32152.96,32406.78
1624406400.0,29909439.363079995,33966.09,34384.42,31698.02,32503.78
1624420800.0,11074447.597614773,33971.99,34371.82,33600.0,33966.85
1624435200.0,14353031.799448632,33909.88,34493.49,33661.01,33980.87
1624449600.0,17472138.404607978,33494.34,34833.32,33414.85,33913.79
1624464000.0,10041905.186748996,32876.74,33945.74,32876.74,33494.36
1624478400.0,8439608.880662516,33673.74,33739.83,32752.03,32877.56
1624492800.0,18041490.82746954,32588.02,33848.69,32343.45,33677.25
1624507200.0,8892203.266128387,32844.62,33260.1,32308.4,32588.12
1624521600.0,7543159.089303912,33846.14,33898.73,32823.85,32843.37
1624536000.0,11926818.038322665,33903.03,34570.05,33748.24,33847.36
1624550400.0,9276430.2959107,34838.33,35294.65,33779.22,33897.67
1624564800.0,4666858.461755112,34656.6,34981.0,34515.64,34849.86
1624579200.0,8031293.9698575875,35053.82,35489.23,34255.97,34660.33
1624593600.0,7256504.6496303575,34271.76,35087.74,33966.11,35053.82
1624608000.0,12572967.7127378,33305.3,34468.99,33250.0,34276.55
1624622400.0,13862564.161833566,32606.99,33568.51,32366.33,33305.33
1624636800.0,16891707.669835683,32220.17,32895.21,31500.95,32608.96
1624651200.0,11296375.367168035,31586.44,32364.88,31288.15,32219.03
1624665600.0,10049368.281180598,31972.08,32265.29,31320.36,31584.28
1624680000.0,14326386.839484125,30713.96,32721.59,30647.65,31978.0
1624694400.0,17446478.697301205,31777.0,31888.16,30152.99,30716.28
1624708800.0,12685279.384125743,31529.54,31978.83,30506.2,31779.46
1624723200.0,7477213.371248376,31576.79,31908.89,30781.93,31530.26
1624737600.0,6072334.996869836,32285.03,32290.62,30916.67,31576.84
1624752000.0,12325775.18759956,33149.58,33195.84,31997.93,32282.14
1624766400.0,8380618.974008345,33285.13,33470.14,32824.06,33146.79
1624780800.0,11871162.910849888,33244.8,33439.09,32361.68,33283.82
1624795200.0,8288228.447887834,33196.6,33563.33,32714.1,33246.53
1624809600.0,6514623.326807691,32815.1,33392.4,32583.34,33197.12
1624824000.0,14364160.267609159,34703.34,34775.54,32406.41,32815.08
1624838400.0,7585358.018094065,34385.56,34977.34,34257.01,34703.38
1624852800.0,11256193.99778871,35033.71,35288.13,34275.84,34389.39
1624867200.0,21535467.29615907,34106.2,35157.94,33955.12,35033.66
1624881600.0,13840651.09419666,34970.42,34970.42,33865.1,34105.07
1624896000.0,9034949.771977047,34440.87,35022.93,33969.69,34971.25
1624910400.0,5445188.388556595,34487.48,34816.93,34125.23,34441.51
1624924800.0,7955605.538468312,34580.09,35164.55,34230.4,34487.52
1624939200.0,11496247.301629651,34848.85,35443.59,34541.08,34579.87
1624953600.0,16093768.074682567,35562.77,35748.819,34735.95,34847.81
1624968000.0,12307313.60865101,36243.9,36422.84,35351.36,35562.78
1624982400.0,7408714.376769051,36390.86,36589.65,36051.78,36243.9
1624996800.0,10872262.744571093,35902.08,36508.47,35733.57,36382.18
1625011200.0,13394727.500229169,35110.53,36088.11,34948.54,35898.67
1625025600.0,12877827.388186347,35247.16,35277.26,34672.84,35110.82
1625040000.0,8104745.118336583,34845.6,35327.98,34425.46,35247.21
1625054400.0,6673378.881462877,34193.98,35008.8,34096.4,34853.88
1625068800.0,5702310.566860814,34755.78,34895.05,34048.01,34190.83
1625083200.0,7512580.9484924665,35049.64,35204.08,34400.0,34750.69
1625097600.0,7844371.576864717,34125.07,35060.53,34125.07,35050.45
1625112000.0,9261691.028340777,33349.3,34461.19,33322.12,34125.08
1625126400.0,7637356.525892325,33722.55,33743.31,33013.05,33352.3
1625140800.0,6977509.573641622,33435.54,33844.77,33065.31,33716.93
1625155200.0,7324687.429902584,33094.29,33643.1,32717.17,33436.14
1625169600.0,4557297.188773066,33507.45,33658.52,33093.86,33093.86
1625184000.0,6404907.070164976,32915.44,33969.83,32780.28,33507.4
1625198400.0,5618533.896953258,33359.73,33500.0,32708.33,32915.08
1625212800.0,6224835.459197765,33023.44,33611.1,32773.56,33356.32
1625227200.0,6682738.6119733695,33706.68,33715.58,32880.35,33023.31
1625241600.0,5107888.0912895715,33321.11,33784.09,33117.97,33707.54
1625256000.0,3778840.092981668,33783.23,33888.43,33051.9,33327.86
1625270400.0,3478763.4300799044,33523.62,33901.74,33327.25,33784.15
1625284800.0,5576454.06018545,34499.31,34649.25,33451.65,33523.63
1625299200.0,5153377.741917286,34603.68,34765.08,34404.32,34499.31
1625313600.0,3606237.8913064734,34606.64,34802.85,34478.21,34603.68
1625328000.0,3909091.6936348886,34742.06,34942.15,34487.59,34607.16
1625342400.0,4404435.975361149,34670.34,34911.39,34263.33,34746.47
1625356800.0,3443075.7590809828,34644.45,34762.7,34374.05,34669.91
1625371200.0,7217046.520133659,35590.96,35686.01,34623.94,34645.3
1625385600.0,6526514.665771297,35515.1,35673.21,35369.9,35594.14
1625400000.0,4032085.701997116,35512.78,35554.93,35229.13,35513.89
1625414400.0,3874689.3105989094,35577.47,35675.48,35388.06,35516.41
1625428800.0,4255051.6968140835,35283.36,35962.71,35222.23,35576.93
1625443200.0,8170461.10594033,34351.3,35288.36,34197.99,35286.98
1625457600.0,6308606.073443657,34250.04,34408.15,34032.19,34351.66
1625472000.0,9211415.888743281,33378.2,34545.45,33325.74,34250.06
1625486400.0,5782465.635417534,33588.39,33767.11,33310.14,33378.2
1625500800.0,7026642.697836468,34117.52,34267.45,33139.24,33588.6
1625515200.0,4717744.050077781,33689.47,34203.67,33680.28,34117.55
1625529600.0,4191692.306150516,33920.2,34158.76,33645.56,33688.45
1625544000.0,8334753.00616706,34867.45,34954.31,33915.48,33919.7
1625558400.0,9725797.668786397,34068.34,35098.84,33740.72,34869.42
1625572800.0,8423523.5999884,34029.63,34499.99,33807.33,34068.41
1625587200.0,6058306.238959329,34017.73,34178.36,33519.59,34031.81
1625601600.0,3718547.018824577,34225.47,34323.07,33626.63,34017.94
1625616000.0,7036052.69267044,34450.54,34536.38,33950.0,34224.35
1625630400.0,6380074.387715825,34711.55,34907.41,34375.99,34450.86
1625644800.0,5618035.362039235,34829.7,34974.47,34464.54,34711.61
1625659200.0,11825205.672596594,34525.63,35057.28,34482.01,34830.13
1625673600.0,3381386.101702552,34626.07,34779.23,34413.79,34526.51
1625688000.0,5718202.208364441,33866.95,34627.15,33788.0,34626.08
1625702400.0,8284132.951689745,33312.92,33923.25,33076.92,33868.33
1625716800.0,9747585.74826118,32500.97,33489.29,32255.95,33312.83
1625731200.0,7985244.182255323,32694.03,32748.57,32100.0,32488.53
1625745600.0,5947910.150932609,32898.39,32974.76,32355.14,32694.33
1625760000.0,4568890.376216177,32992.03,33181.09,32644.07,32897.18
1625774400.0,3568970.98515369,32869.89,33064.11,32509.3,33000.11
1625788800.0,5493683.064041369,32941.81,33093.66,32273.62,32874.68
1625803200.0,4450819.301644372,32904.56,33301.68,32756.46,32941.43
1625817600.0,5120509.007854542,32771.64,33061.52,32619.01,32905.32
1625832000.0,6440825.1244948115,33559.35,33675.31,32642.01,32771.64
1625846400.0,2941063.7752258177,33446.04,33693.87,33292.69,33558.7
1625860800.0,4356197.567625173,33817.93,34088.88,33380.95,33447.67
1625875200.0,3978369.140124435,33799.18,34250.0,33645.56,33817.96
1625889600.0,3116375.5568538485,33765.31,33898.73,33471.43,33799.99
1625904000.0,3063429.298714236,33788.46,33938.93,33571.54,33765.64
1625918400.0,2758334.552764173,33864.3,33936.59,33643.4,33788.64
1625932800.0,4581984.871569375,33409.9,34180.0,33232.75,33862.61
1625947200.0,2857398.4668428004,33507.83,33687.5,33031.75,33411.81
1625961600.0,2647014.20683286,33447.64,33804.79,33395.51,33508.25
1625976000.0,2707566.605833802,33508.38,33635.24,33311.73,33447.65
1625990400.0,2761323.453510546,33813.57,33856.4,33427.67,33510.94
1626004800.0,3134451.148813573,33951.87,33990.81,33661.02,33813.51
1626019200.0,2888955.754275233,33895.02,34108.69,33784.09,33954.19
1626033600.0,5486762.959008717,34256.17,34600.0,33721.77,33895.75
1626048000.0,3968619.8792911116,34447.16,34521.7,34048.16,34258.67
1626062400.0,3644042.023231782,34280.86,34664.83,34170.86,34447.16
1626076800.0,5312881.528428143,33536.58,34462.05,33536.58,34281.05
1626091200.0,3533798.89424388,33344.82,33628.22,33333.33,33535.583137
1626105600.0,5326356.026241437,32826.92,33443.28,32774.94,33343.78
1626120000.0,3877630.573870127,33094.47,33283.19,32662.75,32824.41
1626134400.0,3468935.8973492715,33077.36,33228.57,32840.48,33094.48
1626148800.0,3920188.900945474,33182.59,33332.12,32748.93,33076.72
1626163200.0,3027550.2528776214,33041.49,33333.33,32929.72,33184.47
1626177600.0,6125874.666133231,32795.04,33046.18,32294.0,33046.18
1626192000.0,3789269.011026641,32311.62,32945.85,32252.74,32796.26
1626206400.0,3066005.6037623268,32726.23,32749.01,32214.56,32314.09
1626220800.0,6662871.907211192,31827.96,32806.43,31653.56,32733.89
1626235200.0,3938069.5343146743,31920.97,32005.57,31666.68,31833.3
1626249600.0,6737925.004869701,32452.02,32669.7,31591.18,31925.07
1626264000.0,5570532.098333227,32778.61,32953.99,32289.43,32452.23
1626278400.0,3521159.6322009447,32726.13,33097.86,32581.28,32784.43
1626292800.0,2812049.531621353,32816.38,33055.22,32685.76,32732.18
1626307200.0,3647815.2889452926,32641.99,33178.11,32640.45,32819.98
1626321600.0,3715909.7279260005,32470.68,32687.92,32368.79,32642.69
1626336000.0,5574746.0226344485,31892.32,32609.47,31800.0,32473.22
1626350400.0,7536591.641913902,31682.27,32142.85,31469.38,31885.62
1626364800.0,6604153.883501972,31530.53,31780.09,31144.07,31682.28
1626379200.0,3396519.8573416746,31874.05,31891.53,31511.99,31537.79
1626393600.0,3745621.9680430093,31914.6,32035.97,31562.69,31874.04
1626408000.0,3671201.151746559,31781.84,32019.71,31553.02,31916.44
1626422400.0,7278483.345809023,31092.77,31787.0,31020.41,31782.22
1626436800.0,6567629.674190235,32132.79,32189.63,31073.79,31089.78
1626451200.0,4419780.184913095,31913.49,32240.06,31816.7,32133.53
1626465600.0,3262388.548664004,31386.09,31982.37,31343.36,31912.65
1626480000.0,4978985.155043621,31308.96,31636.36,31173.11,31386.88
1626494400.0,2757396.615229129,31514.81,31584.27,31200.01,31312.86
1626508800.0,4417371.297231981,31395.45,31951.2,31253.71,31515.0
1626523200.0,3844376.597953375,31763.89,31767.66,31347.23,31394.82
1626537600.0,3206312.344754456,31837.81,31919.2,31538.47,31763.35
1626552000.0,2373273.1897128974,31519.85,31898.39,31496.94,31839.48
1626566400.0,6171680.1073105,32166.23,32435.28,31469.38,31523.45
1626580800.0,3660073.7311716876,31714.74,32188.04,31690.22,32166.24
1626595200.0,2888112.5470498046,31801.07,31858.77,31575.46,31715.2
1626609600.0,4347036.86627491,31371.01,31847.13,31117.31,31801.55
1626624000.0,2568868.765219082,31639.68,31762.55,31300.0,31373.51
1626638400.0,3083614.979325561,31778.38,31918.36,31437.87,31643.96
1626652800.0,2952834.9247855465,31538.58,31844.99,31446.24,31778.75
1626667200.0,2792949.2848603833,31605.07,31893.93,31520.79,31540.01
1626681600.0,4287092.999874429,31269.65,31664.71,31175.01,31605.75
1626696000.0,14553962.984595671,30690.79,31367.99,30431.87,31268.98
1626710400.0,3221069.853556691,30741.33,30852.45,30541.68,30691.04
1626724800.0,2549512.210630482,30836.65,30977.52,30695.2,30748.7
